alethi		1	0.000845
understand.		1	0.000845
marched		1	0.000845
uneven		1	0.000845
surface		1	0.000845
plateaus		1	0.000845
natural		1	0.000845
never		1	0.000845
knowing		1	0.000845
traversed		1	0.000845
bones		1	0.000845
dead.		1	0.000845
shivered		1	0.000845
attuned		2	0.00169
lost.		1	0.000845
beat		1	0.000845
violent		1	0.000845
sharp		1	0.000845
separated		2	0.00169
notes.		1	0.000845
attune		1	0.000845
remembering		1	0.000845
important		1	0.000845
working		1	0.000845
protect		1	0.000845
living		1	0.000845
so.		1	0.000845
entered		1	0.000845
built		1	0.000845
home		2	0.00169
during		1	0.000845
war.		1	0.000845
rocky		1	0.000845
shelves		1	0.000845
become		2	0.00169
barracks		1	0.000845
carapace		1	0.000845
greatshells		1	0.000845
forming		1	0.000845
roofs.		1	0.000845
rockbuds		1	0.000845
food		1	0.000845
leeward		1	0.000845
plains		1	0.000845
populated		1	0.000845
largest		1	0.000845
city.		1	0.000845
named		1	0.000845
narakexilefor		1	0.000845
gods.		1	0.000845
malen		1	0.000845
femalen		1	0.000845
passed.		1	0.000845
remained.		1	0.000845
relentless		1	0.000845
pursuit		1	0.000845
vengeance.		1	0.000845
blame		1	0.000845
turned		1	0.000845
hall		1	0.000845
art.		1	0.000845
nearby		1	0.000845
appearance		1	0.000845
days.		1	0.000845
inside		1	0.000845
laughable		1	0.000845
painting.		1	0.000845
among		1	0.000845
wearing		1	0.000845
under		2	0.00169
arm.		1	0.000845
building		1	0.000845
roofallowing		1	0.000845
plenty		1	0.000845
paint		2	0.00169
byand		1	0.000845
longhardened		1	0.000845
crem.		1	0.000845
thickbristled		1	0.000845
brushes		1	0.000845
depict		1	0.000845
arrangement		1	0.000845
rockbud		1	0.000845
flowers		2	0.00169
pedestal		1	0.000845
round		1	0.000845
artists		1	0.000845
work.		1	0.000845
paper		1	0.000845
precious		1	0.000845
canvas		1	0.000845
nonexistent		1	0.000845
painted		1	0.000845
shell.		1	0.000845
paintings		1	0.000845
awful.		1	0.000845
splotches		1	0.000845
garish		1	0.000845
color		1	0.000845
offcenter		1	0.000845
petals		1	0.000845
paused		1	0.000845
varanis		1	0.000845
lieutenants.		1	0.000845
delicately		1	0.000845
armored		1	0.000845
fingers		1	0.000845
hulking		1	0.000845
form		1	0.000845
easel.		1	0.000845
plates		1	0.000845
chitin		1	0.000845
armor		2	0.00169
shoulders		1	0.000845
chest		1	0.000845
plate.		1	0.000845
better		1	0.000845
praise.		1	0.000845
skepticism.		1	0.000845
chuckled		1	0.000845
resting		1	0.000845
actually		1	0.000845
looks		2	0.00169
varanis.		1	0.000845
mean		1	0.000845
muddy		1	0.000845
water		1	0.000845
brown		3	0.00254
leaves		1	0.000845
floating		1	0.000845
colors		2	0.00169
turn		1	0.000845
mix?		1	0.000845
beautiful		2	0.00169
together		1	0.000845
least		1	0.000845
color.		1	0.000845
makes		1	0.000845
sense		1	0.000845
position		1	0.000845
pictures.		1	0.000845
warform		1	0.000845
battle		1	0.000845
preferred		1	0.000845
workform.		1	0.000845
limber		1	0.000845
rugged.		1	0.000845
disliked		1	0.000845
leading		1	0.000845
doing		1	0.000845
daydrills		1	0.000845
runsnumbed		1	0.000845
mind.		1	0.000845
seeing		1	0.000845
places.		1	0.000845
instead		1	0.000845
funeral		1	0.000845
vigil		1	0.000845
died.		1	0.000845
